Year,Month,Product Category Key,Province,City,Province Population Size,Province Total University Enrollment,Number of Dwellings,Median House-hold Income,Sales
2024,3,3,Alberta,Calgary,4543111,158320,563440,100000,105.00464053017335
2024,4,4,Alberta,Camrose,4543111,158320,8135,76000,91.73916862954121
2024,5,5,Alberta,Canmore,4543111,158320,6805,106000,108.76054261486209
2024,6,1,Alberta,Edmonton,4543111,158320,548625,96000,117.31501649654741
2024,7,2,Alberta,Grande Prairie,4543111,158320,24815,102000,118.41586784148508
2024,8,3,Alberta,High River,4543111,158320,5785,82000,109.90329158529308
2024,9,4,Alberta,Lacombe,4543111,158320,5195,89000,92.57464537823114
2024,10,5,Alberta,Lethbridge,4543111,158320,48650,84000,113.4793281055407
2024,11,1,Alberta,Lloydminster,4543111,158320,13885,95000,129.68974281366346
2024,12,2,Alberta,Medicine Hat,4543111,158320,32060,80000,113.02749691967907
2024,1,3,Alberta,Okotoks,4543111,158320,10475,117000,108.82767817245427
2024,2,4,Alberta,Red Deer,4543111,158320,40510,85000,94.3024376182955
2024,3,5,Alberta,Strathmore,4543111,158320,5515,91000,104.33287522020058
2024,4,1,Alberta,Sylvan Lake,4543111,158320,6615,93000,93.23845453019788
2024,5,2,Alberta,Wetaskiwin,4543111,158320,5185,69500,86.95840273154155
2024,6,3,Alberta,Wood Buffalo,4543111,158320,26480,182000,116.16399391182853
2024,7,4,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,88.06755808616283
2024,8,5,British Columbia,Campbell River,5319324,186124,17640,78500,121.43843616110486
2024,9,1,British Columbia,Chilliwack,5319324,186124,44365,82000,87.45459074897013
2024,10,2,British Columbia,Courtenay,5319324,186124,28200,76500,111.30267111946628
2024,11,3,British Columbia,Cranbrook,5319324,186124,11380,84000,99.49855621271665
2024,12,4,British Columbia,Dawson Creek,5319324,186124,7540,85000,106.84009360801579
2024,1,5,British Columbia,Duncan,5319324,186124,20010,75500,104.59015596518945
2024,2,1,British Columbia,Fort St. John,5319324,186124,11590,106000,120.60009976313668
2024,3,2,British Columbia,Kamloops,5319324,186124,47100,87000,94.23308120723102
2024,4,3,British Columbia,Kelowna,5319324,186124,94335,85000,102.59044381281137
2024,5,4,British Columbia,Ladysmith,5319324,186124,6505,80000,87.12893263492624
2024,6,5,British Columbia,Nanaimo,5319324,186124,49345,77500,99.21236205954656
2024,7,1,British Columbia,Nelson,5319324,186124,8505,74500,82.42363963918075
2024,8,2,British Columbia,Parksville,5319324,186124,14765,73500,104.65666856571104
2024,9,3,British Columbia,Penticton,5319324,186124,21920,71000,100.15969326162863
2024,10,4,British Columbia,Port Alberni,5319324,186124,11715,67000,93.07434860573775
2024,11,5,British Columbia,Powell River,5319324,186124,8190,66500,111.50738202667196
2024,12,1,British Columbia,Prince George,5319324,186124,36800,91000,93.8172091454867
2024,1,2,British Columbia,Prince Rupert,5319324,186124,5500,92000,101.01416799522814
2024,2,3,British Columbia,Quesnel,5319324,186124,10155,73000,95.02314781099682
2024,3,4,British Columbia,Salmon Arm,5319324,186124,8215,75000,85.18983211576214
2024,4,5,British Columbia,Squamish,5319324,186124,9310,111000,107.08705307372243
2024,5,1,British Columbia,Terrace,5319324,186124,8000,90000,83.85520453260473
2024,6,2,British Columbia,Trail,5319324,186124,6515,76000,81.9841745504049
2024,7,3,British Columbia,Vancouver,5319324,186124,1043320,90000,94.42623146695246
2024,8,4,British Columbia,Vernon,5319324,186124,28725,79000,104.32358189663509
2024,9,5,British Columbia,Victoria,5319324,186124,176675,85000,109.025166841366
2024,10,1,British Columbia,Williams Lake,5319324,186124,10045,81000,98.20632011393899
2024,11,2,Prince Edward Island,Charlottetown,170688,5810,32945,76500,95.33135086432526
2024,12,3,Prince Edward Island,Summerside,170688,5810,7950,64500,87.32152056064119
2024,1,4,Nova Scotia,Cape Breto,1019725,52270,43800,62000,97.68995814161462
2024,2,5,Nova Scotia,Halifax,1019725,52270,201140,81000,103.63485616202964
2024,3,1,Nova Scotia,Kentville,1019725,52270,11940,67000,92.72990223669001
2024,4,2,Nova Scotia,New Glasgow,1019725,52270,15480,64000,89.2757109167611
2024,5,3,Nova Scotia,Truro,1019725,52270,20700,66000,96.17478758870936
2024,6,4,New Brunswick,Bathurst,812061,20590,14395,62800,82.77723823145416
2024,7,5,New Brunswick,Campbellton,812061,20590,6130,54400,102.88967900100548
2024,8,1,New Brunswick,Edmundston,812061,20590,10265,60800,74.0061693968007
2024,9,2,New Brunswick,Fredericton,812061,20590,46360,79000,80.1036414044526
2024,10,3,New Brunswick,Miramich,812061,20590,12300,66500,85.25192387611774
2024,11,4,New Brunswick,Moncton,812061,20590,67180,74500,67.31461186727925
2024,12,5,New Brunswick,Saint John,812061,20590,55865,74000,103.12370876817081
2024,1,1,Quebec,Alma,8695659,313360,13815,67500,80.9339824809795
2024,2,2,Quebec,Amos,8695659,313360,8250,76500,91.23411770652301
2024,3,3,Quebec,Baie-Comeau,8695659,313360,12360,75000,91.18878025432464
2024,4,4,Quebec,Cowansville,8695659,313360,6980,58800,95.53200897083813
2024,5,5,Quebec,Dolbeau-Mistassini,8695659,313360,6960,63600,117.97054103109585
2024,6,1,Quebec,Drummondville,8695659,313360,45695,64000,80.07104230886969
2024,7,2,Quebec,Granby,8695659,313360,41095,68500,97.96507854140259
2024,8,3,Quebec,Joliette,8695659,313360,24565,61600,126.97638764114478
2024,9,4,Quebec,Lachute,8695659,313360,6530,56400,97.01635065597779
2024,10,5,Quebec,Matane,8695659,313360,9170,56800,117.04743630444658
2024,11,1,Quebec,Montréal,8695659,313360,1835700,76000,84.68997179634385
2024,12,2,Quebec,Québec,8695659,313360,387955,76500,113.78879431645828
2024,1,3,Quebec,Rimouski,8695659,313360,25620,67000,93.46210935103824
2024,2,4,Quebec,Rivière-du-Loup,8695659,313360,13740,67000,89.07758356048846
2024,3,5,Quebec,Rouyn-Noranda,8695659,313360,19280,76000,104.8414810443543
2024,4,1,Quebec,Saguenay,8695659,313360,74810,70000,81.38912202148242
2024,5,2,Quebec,Saint-Georges,8695659,313360,16135,64500,95.5055802665328
2024,6,3,Quebec,Saint-Hyacinthe,8695659,313360,27960,62000,98.63283990401901
2024,7,4,Quebec,Sainte-Agathe-des-Monts,8695659,313360,9670,61200,98.45839882854712
2024,8,5,Quebec,Sainte-Marie,8695659,313360,5500,78000,141.87841356856563
2024,9,1,Quebec,Salaberry-de-Valleyfield,8695659,313360,20070,62000,83.86732708667388
2024,10,2,Quebec,Sept-Îles,8695659,313360,12290,79000,116.25714660443943
2024,11,3,Quebec,Shawinigan,8695659,313360,25060,53600,102.06077056869267
2024,12,4,Quebec,Sherbrooke,8695659,313360,104650,65000,102.46642781394905
2024,1,5,Quebec,Sorel-Tracy,8695659,313360,20310,61600,107.72956343026816
2024,2,1,Quebec,Thetford Mines,8695659,313360,13260,57200,79.62764246610088
2024,3,2,Quebec,Trois-Rivières,8695659,313360,76635,62400,86.06594286284361
2024,4,3,Quebec,Val-d'Or,8695659,313360,15375,74500,101.27848612224535
2024,5,4,Quebec,Victoriaville,8695659,313360,23910,63200,97.91778759246124
2024,6,5,Ontario,Barrie,15109416,602850,78540,97000,142.1202267134712
2024,7,1,Ontario,Belleville - Quinte West,15109416,602850,46215,78000,117.9779570443119
2024,8,2,Ontario,Brantford,15109416,602850,56000,85000,157.96807327729113
2024,9,3,Ontario,Brockville,15109416,602850,14435,70500,138.40448451815942
2024,10,4,Ontario,Centre Wellington,15109416,602850,11970,101000,129.752660695779
2024,11,5,Ontario,Chatham-Kent,15109416,602850,44175,71500,137.72839827387986
2024,12,1,Ontario,Cobourg,15109416,602850,9135,77000,155.0664481020419
2024,1,2,Ontario,Collingwood,15109416,602850,11170,82000,140.72686939943193
2024,2,3,Ontario,Cornwall,15109416,602850,26795,65500,133.8178358465445
2024,3,4,Ontario,Elliot Lake,15109416,602850,5840,50000,117.79977954636291
2024,4,5,Ontario,Essa,15109416,602850,7945,108000,160.40444439889598
2024,5,1,Ontario,Greater Sudbury,15109416,602850,73385,84000,107.31529963526702
2024,6,2,Ontario,Guelph,15109416,602850,64175,97000,155.5945349732757
2024,7,3,Ontario,Hamilton,15109416,602850,307380,91000,144.4205481201437
2024,8,4,Ontario,Hawkesbury,15109416,602850,5985,53600,148.64535077604762
2024,9,5,Ontario,Ingersoll,15109416,602850,5465,88000,134.83415231082483
2024,10,1,Ontario,Kawartha Lakes,15109416,602850,32710,82000,130.42843241230483
2024,11,2,Ontario,Kenora,15109416,602850,6510,86000,141.16090661531078
2024,12,3,Ontario,Kingston,15109416,602850,73505,83000,158.67186504072075
2024,1,4,Ontario,Kitchener,15109416,602850,219060,92000,110.27560968185372
2024,2,5,Ontario,London,15109416,602850,222240,79500,144.12053274592841
2024,3,1,Ontario,Midland,15109416,602850,11825,71000,104.08609038807643
2024,4,2,Ontario,Norfolk,15109416,602850,27595,82000,151.3589628689094
2024,5,3,Ontario,North Bay,15109416,602850,31185,76000,131.81841737619928
2024,6,4,Ontario,Orillia,15109416,602850,14425,71000,122.13682278312379
2024,7,5,Ontario,Oshawa,15109416,602850,149045,102000,144.53527858115655
2024,8,1,Ontario,Ottawa,15109416,602850,604720,98000,167.2494016205835
2024,9,2,Ontario,Owen Sound,15109416,602850,14390,71500,133.05740958087011
2024,10,3,Ontario,Pembroke,15109416,602850,10260,73000,137.23254285252202
2024,11,4,Ontario,Petawawa,15109416,602850,6760,102000,126.55990982587893
2024,12,5,Ontario,Peterborough,15109416,602850,53370,79000,160.430061103727
2024,1,1,Ontario,Port Hope,15109416,602850,7320,88000,118.0381558978311
2024,2,2,Ontario,Sarnia,15109416,602850,42580,83000,136.6098927085629
2024,3,3,Ontario,Sault Ste. Marie,15109416,602850,34415,74000,130.18255538897344
2024,4,4,Ontario,St. Catharines - Niagara,15109416,602850,179225,77000,139.6020632161975
2024,5,5,Ontario,Stratford,15109416,602850,14745,77000,134.9427153736811
2024,6,1,Ontario,Thunder Bay,15109416,602850,54210,80000,113.66523181606594
2024,7,2,Ontario,Tillsonburg,15109416,602850,8225,73500,135.34341937826284
2024,8,3,Ontario,Timmins,15109416,602850,17885,82000,161.0503893451906
2024,9,4,Ontario,Toronto,15109416,602850,2262470,97000,146.1226124846914
2024,10,5,Ontario,Wasaga Beach,15109416,602850,10810,76000,140.15560727527242
2024,11,1,Ontario,Windsor,15109416,602850,165665,82000,121.88506551533473
2024,12,2,Ontario,Woodstock,15109416,602850,18885,82000,179.6099921676496
2024,1,3,Manitoba,Brandon,1409223,43140,22280,77500,96.18011662267654
2024,2,4,Manitoba,Portage la Prairie,1409223,43140,5645,69000,95.66625801962002
2024,3,5,Manitoba,Steinbach,1409223,43140,6835,72500,109.07483946796353
2024,4,1,Manitoba,Thompson,1409223,43140,4675,96000,115.12252961783256
2024,5,2,Manitoba,Winkler,1409223,43140,11360,75000,83.71893213481431
2024,6,3,Manitoba,Winnipeg,1409223,43140,330325,83000,91.31289355117917
2024,7,4,Saskatchewan,Estevan,1194803,39590,5345,96000,92.26162084984344
2024,8,5,Saskatchewan,Moose Jaw,1194803,39590,15215,75500,115.73184110642705
2024,9,1,Saskatchewan,North Battleford,1194803,39590,7865,78000,73.90753777479007
2024,10,2,Saskatchewan,Prince Albert,1194803,39590,17060,78000,112.84918130018492
2024,11,3,Saskatchewan,Regina,1194803,39590,100210,90000,91.64501450426359
2024,12,4,Saskatchewan,Saskatoon,1194803,39590,125100,89000,100.14870221125052
2024,1,5,Saskatchewan,Swift Current,1194803,39590,7950,80000,113.56637482253778
2024,2,1,Saskatchewan,Weyburn,1194803,39590,5090,82000,85.5422628734992
2024,3,2,Saskatchewan,Yorkton,1194803,39590,8425,77500,82.64507237461143
2024,4,3,Alberta,Brooks,4543111,158320,5140,91000,104.14930468868783
2024,5,4,Alberta,Calgary,4543111,158320,563440,100000,94.79313376629
2024,6,5,Alberta,Camrose,4543111,158320,8135,76000,101.97937226140269
2024,7,1,Alberta,Canmore,4543111,158320,6805,106000,119.75079077489293
2024,8,2,Alberta,Edmonton,4543111,158320,548625,96000,138.25568620770582
2024,9,3,Alberta,Grande Prairie,4543111,158320,24815,102000,125.38635375321749
2024,10,4,Alberta,High River,4543111,158320,5785,82000,98.54111363476706
2024,11,5,Alberta,Lacombe,4543111,158320,5195,89000,111.65601190042506
2024,12,1,Alberta,Lethbridge,4543111,158320,48650,84000,91.82791799448289
2024,1,2,Alberta,Lloydminster,4543111,158320,13885,95000,123.62435818330246
2024,2,3,Alberta,Medicine Hat,4543111,158320,32060,80000,101.94083071872471
2024,3,4,Alberta,Okotoks,4543111,158320,10475,117000,82.7143037278824
2024,4,5,Alberta,Red Deer,4543111,158320,40510,85000,113.60831736527888
2024,5,1,Alberta,Strathmore,4543111,158320,5515,91000,85.01605119333048
2024,6,2,Alberta,Sylvan Lake,4543111,158320,6615,93000,86.11007103728865
2024,7,3,Alberta,Wetaskiwin,4543111,158320,5185,69500,95.65769844496309
2024,8,4,Alberta,Wood Buffalo,4543111,158320,26480,182000,109.40824223553156
2024,9,5,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,103.75260940805684
2024,10,1,British Columbia,Campbell River,5319324,186124,17640,78500,97.17217888904005
2024,11,2,British Columbia,Chilliwack,5319324,186124,44365,82000,109.34021733439047
2024,12,3,British Columbia,Courtenay,5319324,186124,28200,76500,104.25505308180165
2024,1,4,British Columbia,Cranbrook,5319324,186124,11380,84000,91.46846471658519
2024,2,5,British Columbia,Dawson Creek,5319324,186124,7540,85000,111.14581939532727
2024,3,1,British Columbia,Duncan,5319324,186124,20010,75500,81.61791025822433
2024,4,2,British Columbia,Fort St. John,5319324,186124,11590,106000,110.39550312541164
2024,5,3,British Columbia,Kamloops,5319324,186124,47100,87000,94.65653150491961
2024,6,4,British Columbia,Kelowna,5319324,186124,94335,85000,82.0975077950768
2024,7,5,British Columbia,Ladysmith,5319324,186124,6505,80000,102.60775834178577
2024,8,1,British Columbia,Nanaimo,5319324,186124,49345,77500,89.64228133218492
2024,9,2,British Columbia,Nelson,5319324,186124,8505,74500,96.3761936443898
2024,10,3,British Columbia,Parksville,5319324,186124,14765,73500,101.1370313185932
2024,11,4,British Columbia,Penticton,5319324,186124,21920,71000,90.29114544088017
2024,12,5,British Columbia,Port Alberni,5319324,186124,11715,67000,126.32579244677224
2024,1,1,British Columbia,Powell River,5319324,186124,8190,66500,85.12479411576005
2024,2,2,British Columbia,Prince George,5319324,186124,36800,91000,98.31991975105848
2024,3,3,British Columbia,Prince Rupert,5319324,186124,5500,92000,93.92110610817494
2024,4,4,British Columbia,Quesnel,5319324,186124,10155,73000,91.08713041440201
2024,5,5,British Columbia,Salmon Arm,5319324,186124,8215,75000,106.35875888611294
2024,6,1,British Columbia,Squamish,5319324,186124,9310,111000,113.24307766102226
2024,7,2,British Columbia,Terrace,5319324,186124,8000,90000,91.22210417184358
2024,8,3,British Columbia,Trail,5319324,186124,6515,76000,108.44016818294988
2024,9,4,British Columbia,Vancouver,5319324,186124,1043320,90000,97.32615958117138
2024,10,5,British Columbia,Vernon,5319324,186124,28725,79000,116.30656313065235
2024,11,1,British Columbia,Victoria,5319324,186124,176675,85000,93.51326247697084
2024,12,2,British Columbia,Williams Lake,5319324,186124,10045,81000,114.01592998155529
2024,1,3,Prince Edward Island,Charlottetown,170688,5810,32945,76500,102.0801843875998
2024,2,4,Prince Edward Island,Summerside,170688,5810,7950,64500,99.69674230740544
2024,3,5,Nova Scotia,Cape Breto,1019725,52270,43800,62000,96.43112224193162
2024,4,1,Nova Scotia,Halifax,1019725,52270,201140,81000,99.94762145697375
2024,5,2,Nova Scotia,Kentville,1019725,52270,11940,67000,83.13168139890142
2024,6,3,Nova Scotia,New Glasgow,1019725,52270,15480,64000,88.68923277070138
2024,7,4,Nova Scotia,Truro,1019725,52270,20700,66000,86.1363997725051
2024,8,5,New Brunswick,Bathurst,812061,20590,14395,62800,103.83059770947119
2024,9,1,New Brunswick,Campbellton,812061,20590,6130,54400,69.72849442620624
2024,10,2,New Brunswick,Edmundston,812061,20590,10265,60800,101.37958980205718
2024,11,3,New Brunswick,Fredericton,812061,20590,46360,79000,79.50596168000327
2024,12,4,New Brunswick,Miramich,812061,20590,12300,66500,78.95260067102613
2024,1,5,New Brunswick,Moncton,812061,20590,67180,74500,102.93692568973702
2024,2,1,New Brunswick,Saint John,812061,20590,55865,74000,91.13753644962851
2024,3,2,Quebec,Alma,8695659,313360,13815,67500,86.06594286284361
2024,4,3,Quebec,Amos,8695659,313360,8250,76500,100.54662163896387
2024,5,4,Quebec,Baie-Comeau,8695659,313360,12360,75000,97.91778759246124
2024,6,5,Quebec,Cowansville,8695659,313360,6980,58800,112.9391161912464
2024,7,1,Quebec,Dolbeau-Mistassini,8695659,313360,6960,63600,85.4179087620146
2024,8,2,Quebec,Drummondville,8695659,313360,45695,64000,123.19288802390595
2024,9,3,Quebec,Granby,8695659,313360,41095,68500,106.22930724430482
2024,10,4,Quebec,Joliette,8695659,313360,24565,61600,96.99468286581197
2024,11,5,Quebec,Lachute,8695659,313360,6530,56400,117.33147423601208
2024,12,1,Quebec,Matane,8695659,313360,9170,56800,87.07980767146088
2024,1,2,Quebec,Montréal,8695659,313360,1835700,76000,100.23406927231892
2024,2,3,Quebec,Québec,8695659,313360,387955,76500,90.21293375210638
2024,3,4,Quebec,Rimouski,8695659,313360,25620,67000,85.44230310291742
2024,4,5,Quebec,Rivière-du-Loup,8695659,313360,13740,67000,114.93118691227501
2024,5,1,Quebec,Rouyn-Noranda,8695659,313360,19280,76000,83.88442382928059
2024,6,2,Quebec,Saguenay,8695659,313360,74810,70000,91.6921987461219
2024,7,3,Quebec,Saint-Georges,8695659,313360,16135,64500,104.20487597995434
2024,8,4,Quebec,Saint-Hyacinthe,8695659,313360,27960,62000,123.94063211664799
2024,9,5,Quebec,Sainte-Agathe-des-Monts,8695659,313360,9670,61200,117.0691040946124
2024,10,1,Quebec,Sainte-Marie,8695659,313360,5500,78000,95.05851427762985
2024,11,2,Quebec,Salaberry-de-Valleyfield,8695659,313360,20070,62000,109.63767282097666
2024,12,3,Quebec,Sept-Îles,8695659,313360,12290,79000,109.2095285667748
2024,1,4,Quebec,Shawinigan,8695659,313360,25060,53600,88.33038548883128
2024,2,5,Quebec,Sherbrooke,8695659,313360,104650,65000,108.47676150192534
2024,3,1,Quebec,Sorel-Tracy,8695659,313360,20310,61600,75.99236200852984
2024,4,2,Quebec,Thetford Mines,8695659,313360,13260,57200,92.29843871182958
2024,5,3,Quebec,Trois-Rivières,8695659,313360,76635,62400,103.66426474386846
2024,6,4,Quebec,Val-d'Or,8695659,313360,15375,74500,92.88636275261179
2024,7,5,Quebec,Victoriaville,8695659,313360,23910,63200,118.51115226718173
2024,8,1,Ontario,Barrie,15109416,602850,78540,97000,164.99239387016405
2024,9,2,Ontario,Belleville - Quinte West,15109416,602850,46215,78000,135.64614712945922
2024,10,3,Ontario,Brantford,15109416,602850,56000,85000,138.59066275662025
2024,11,4,Ontario,Brockville,15109416,602850,14435,70500,114.60840373882218
2024,12,5,Ontario,Centre Wellington,15109416,602850,11970,101000,150.85672020491174
